,Time,User,Tweet,Analysis
62,2022-10-31 21:27:37+00:00,EllaDavila6,"$tsla ~ALL THESE LEVELS POSTED AHEAD OF TIME BEFORE THE MARKET OPENED
https://t.co/rIgUWNhRRi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
63,2022-10-31 21:27:29+00:00,nancylevine,RT @nancylevine: @elonmusk Yeah and you’re Chief Clown. #BoycottTwitterAdvertisers #BoycottTesla $TSLA,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.296}"
64,2022-10-31 21:27:26+00:00,RedFyv3,"There is a headline on @CNBC about how Elon Musk is forcing TSLA employees to work at Twitter. 

How do $TSLA shareholders feel about that?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
65,2022-10-31 21:27:22+00:00,nancylevine,@elonmusk Yeah and you’re Chief Clown. #BoycottTwitterAdvertisers #BoycottTesla $TSLA https://t.co/QrfDJVJayn,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.296}"
66,2022-10-31 21:27:16+00:00,Smith28301,"$FB $LOVE $WORK $AAL $AMD $MNTA $GLD $TWR $SLV $XOM $WMT $CCL $HD $TSLA $XLE $SPY $IWM $ES $WPX $BA $SPG $MCD $MFA $HTZ $AAPL $CHWY $QQQ $C $ES $AMC 

Alerts🔥

Update🔥

Watchlist, Chart

CHATROOM 👇
Welcome https://t.co/ZBTRgq0AN6 https://t.co/9dFypjHhhn","{'neg': 0.091, 'neu': 0.759, 'pos': 0.15, 'compound': 0.6289}"
67,2022-10-31 21:27:00+00:00,SScalpings,"RT @BradMunchen: Zero news on how much @elonmusk paid out of pocket to finish the Twitter LBO. 

If the Saudis are the 2nd largest investor…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
68,2022-10-31 21:26:39+00:00,Smith28301,"$SPX $SPY $AMZN $AAPL $AMD $FB $SHOP $BYND $NVDA $GOOGL $MSFT $TSLA $BA $CMG $INTC $NFLX $JPM $BAC $YM
Was able to close it for a 100%profit. https://t.co/ZBTRgq0AN6","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
69,2022-10-31 21:26:39+00:00,EuropeanTraders,Moody's has downgraded Twitter https://t.co/kzdesDsDO5  | $TSLA $SOFI $QQQ $NDX $VIX $UAL $SPX $AAL $RCL $DWAC $STEM $AHT $AAPL $DAL $PENN $LUV $F $MULN $ING $SIGA $TWTR $ATER $AMC $GLE $SAVE $DKNG $JETS $NIO $CZR $JBLU $CCL $NCLH $LCID $BBBY $ILAG $MGM  $BYD $GME $SPY  #DAX30 https://t.co/qVuGoktKSI,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.6037}"
70,2022-10-31 21:26:36+00:00,adam_mcmillian,Not fading $TSLA ✅ https://t.co/qsEqLwgkvR,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
71,2022-10-31 21:26:26+00:00,YerbinY,RT @StatsTesla: October 31 update. Highest observed MY MIG VIN in Norway 38982. Estimated #GigaBerlin production 3045/week based on deliver…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
72,2022-10-31 21:26:17+00:00,10e100Joules,"RT @StockMKTNewz: Elon Musk has pulled more than 50 of his trusted Tesla $TSLA employees, mostly software engineers from the Autopilot team…","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.4767}"
73,2022-10-31 21:25:47+00:00,anthonyisonline,"RT @carlquintanilla: A visual illustration of Tesla’s head start.

(via Morgan Stanley) $TSLA https://t.co/GY7HrB9y5i","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
74,2022-10-31 21:25:33+00:00,CaptFinancial,"⚡ Trending stocks across Captain:

1. $SPY
2. $META
3. $GME
4. $TSLA
5. $AAPL
6. $FSLR
7. $AMZN
8. $QQQ
9. $IWM
10. $AMC
+ $TWTR $SOFI $XOM $PBR $SHOP $ENPH $LLAP $ON $EMR $TSP $WYNN $ATNM $AMD $ANET $MSFT $UBER $ABNB $EFSH $L $RIVN 

Full list: https://t.co/7PkPMzGXGJ https://t.co/ouGnpM8bIE","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
75,2022-10-31 21:25:31+00:00,YevP,"It’s so weird to me that this is happening.

Bringing in Tesla engineers to overlook Twitter is more of a merger, less of a “purchase” - but that’s not how this was teed up. 

$TSLA shareholders should be annoyed, no? Aren’t there controls in place for this type of thing? https://t.co/7iiQJ0HlyC","{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.6436}"
76,2022-10-31 21:25:20+00:00,Smith28301,"$TSLA $TAOP $JFK $CEMI $SPY $QQQ $SHOP $AMZN $NVDA $ROKU $EBAY $AMD $BB $DAL $DOW $KODK $AAPL 
Over 75k+ people. Join now
Discord GROUP https://t.co/ZBTRgq0AN6 https://t.co/44BIfD1OEC","{'neg': 0.093, 'neu': 0.83, 'pos': 0.076, 'compound': -0.128}"
77,2022-10-31 21:25:08+00:00,Kashayap12,"$TSLA $NIO $SPY $MDRR $FSLY $NOVN $AAPL $PT $ROKU $SOLO $DOGE
https://t.co/a0PYshZqXH
If you want to make real gains and make your own plays Today

  🚨

✅Stocks 
✅Options 
✅Day trading 
✅Swing TradinG

📚 Learn &amp;Earn https://t.co/oMaVBWepUa","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.5719}"
78,2022-10-31 21:25:08+00:00,cosmicfibretion,"And FWIW, @elonmusk financed the Twitter acquisition with an inflated valuation of $TSLA derived from the self-driving promise, and amplified by non other than @CathieDWood herself. Fail to innovate and the stock will drop like a hot potato.","{'neg': 0.12, 'neu': 0.708, 'pos': 0.172, 'compound': 0.34}"
79,2022-10-31 21:24:51+00:00,RetirementRight,"RT @StockMKTNewz: Elon Musk has pulled more than 50 of his trusted Tesla $TSLA employees, mostly software engineers from the Autopilot team…","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.4767}"
80,2022-10-31 21:24:48+00:00,hikingskiing,@teslamecrazy I want to substantially hold my shares without risking that they will be taken away from me if $TSLA suddenly spikes up. Rolling out the calls won't always work. I have a lot of experience with covered calls. So much so that I just hold my shares.,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.7119}"
81,2022-10-31 21:24:46+00:00,TLCh_good,RT @Umbisam: I suggest the whole $TSLA community to stop talking Twitter. Let’s put it behind us. It’s going to be a private affair for a f…,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.296}"
82,2022-10-31 21:24:46+00:00,hcrubin2009,#Tesla #stocks $TSLA #StocksInFocus https://t.co/Ja6ie2g6my,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
83,2022-10-31 21:24:16+00:00,park_traffic,"I'm on Twitter because @elonmusk gives me one share of $TSLA for every ten times I like one of his tweets.

And I'm just a random nobody without a blue check. https://t.co/h6PsoZBSC1","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.5719}"
84,2022-10-31 21:24:10+00:00,BulldudeC,"US Stock Market Summary | October 31

https://t.co/ePOcGvMRhx

$AAPL $MSFT $GOOG $AMZN $TSLA $BRK-B $UNH $XOM $JNJ $V $WYNN $EQT $DVA $CTRA $SLB $PDD $ALGN $MELI $ODFL $ON $GPN $NWL $META $POOL $ABNB $META $NXPI $ASML $SPX $SPY $NDX $QQQ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
85,2022-10-31 21:24:04+00:00,Gambiste1,"RT @EclipseTrades: Recap 10/31/2022
$PDD 2.24➡️4.03 +80% 🟢
$SPY .80 ➡️ 1.25 +56% 🟢
$SHOP 1.18 ➡️ 1.57 +33% 🟢
$TSLA 4.80➡️ 6.40 +33% 🟢
$FSLR…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
86,2022-10-31 21:23:44+00:00,mo_travelin,"RT @dantestrading: for instance, with 18b, $TSLA could buy:
$LTHM + $SGML + $LAC + $PLL + $SLI + $LTIM + $OROCF and might have enough lefto…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
87,2022-10-31 21:23:35+00:00,FrenzyCapital,"Trending: Nasdaq 100

$GOOGL -1.74 %
$AMZN -0.96 %
$AAPL -1.52 %
$AMD -3.14 %
$MSFT -1.56 %
$TSLA -0.45 %
$NXPI -3.40 %
$ABNB -6.89 %
$EA -1.99 %
$QCOM -1.35 %

https://t.co/WV3qS0l6fi","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
88,2022-10-31 21:23:26+00:00,Akinsoncrypto,SHEESHH 400% GAINER ON ETH WE OUT HERE AT CT BOIS COME THRU FOR THE BANGERS       https://t.co/CtLEvQG3JD                     $LUNC  $OGN $BTC  $TSLA  $COMP  $SAND $GMT $SOL $U Y $XRP $GL $Y $TA $L $HATI $CAW $AMC $AAVE https://t.co/lX2kZQYf6Y,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
89,2022-10-31 21:23:19+00:00,DCCWrules,@gurgavin $TSLA,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
90,2022-10-31 21:23:02+00:00,EA_IFConsultant,These people has nothing to do at $TSLA? Is Twitter paying for them? https://t.co/NAYjLYoPWH,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
91,2022-10-31 21:22:51+00:00,cdntradegrljenn,Well today was fun! I hope that your day was fabulous. Tomorrow is November! Typically November runs a hot market. $TSLA $XOM $LULU $SBUX $SPY $IWM $BVAXF $TXTM $DBMM $QQQ https://t.co/3hRsnk8VBT,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.9059}"
92,2022-10-31 21:22:17+00:00,StockGravity,"@FinanceLancelot $AAPL and $MSFT have made more than the US oil co's for a decade. Big tech in general has been PRINTING money.

Where were the windfall profits taxes on $META $MSFT $AAPL $TSLA $NFLX $GOOG etc ?!!!","{'neg': 0.0, 'neu': 0.907, 'pos': 0.093, 'compound': 0.5826}"
93,2022-10-31 21:22:05+00:00,Sentileon,"Of our daily 8 picks, (4/8) OP $SPX by an avg. of 31 BPS with an avg. return of -0.43% vs -0.75% (SPX). 3 gained.
#trading #Trader #stocks #stockstowatch #Investment #StockMarket $SPY $QQQ $MSFT $AMZN $BABA $GOOG $TSLA $NVDA $AAPL $SPX $VIX  #SP500dailymarketreport https://t.co/YmI1sJVEdx","{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.3818}"
94,2022-10-31 21:22:04+00:00,Smith28301,"$TSLA 
#WINNER
https://t.co/ZBTRgq0AN6
Another early long entry on this one from our levels. Price flew past our target. #satisfied 

$SPY $NDX $IWM $QQQ $BTC $ETH $AAPL $TSLA  $NVDA $NFLX $PLTR $UPST $SNAP https://t.co/CRUks6eqrS","{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.8091}"
95,2022-10-31 21:21:55+00:00,TeslaJess,"Elon pulled 50 Tesla engineers to work on Twitter.

In other news, Twitter expected to drive itself next week.

$tsla 
$twtr https://t.co/rMYypM0Isu","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
96,2022-10-31 21:21:45+00:00,wallstreetmaes1,"RT @BarryKrugman: If you make your money work, one day you won't have to work...buy the dip folks $DPRO $TSLA $DTMXF 
#Generalstrike","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
97,2022-10-31 21:21:11+00:00,beardnotes,"BREAKING: Per source, #PedoGuy Elon Musk @elonmusk   fathered yet another child. This time with his best ""friend"".

Source: #QAnon 

#TSLA $TSLA #Telsa #TWTR #SpaceX #Twitter #ElonMusk #ThaiCaveRescue https://t.co/8bdbgQ1AiA","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.8126}"
98,2022-10-31 21:21:10+00:00,Smith28301,"Alerts given
Trading Chat on Discord!👇

https://t.co/ZBTRgq0AN6

JOIN for FREE ✅

💸
$SPY $QQQ $AMZN $NVDA $BA $TSLA $BABA $AMD $AAPL $NFLX $TWTR $AAL $FB $USO $DAL $UBER $UGAZ $DIS $ROKU $CRON $DJIA $SPX $TLRY $SQ $MSFT $GLD $SRNE $SPCE $XOM $NIO $BYND $AMRN $UBER $BRKB $JWN https://t.co/9Nw5XSfnr8","{'neg': 0.042, 'neu': 0.844, 'pos': 0.113, 'compound': 0.6765}"
99,2022-10-31 21:21:02+00:00,LlcBillionaire,Elon Musk has pulled more than 50 Tesla employees into Twitter https://t.co/7DzpbwV62O  $TSLA $TWTR $DWAC $SNAP $META,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
100,2022-10-31 21:20:54+00:00,NewsFinance_fr,"Depuis le début de l'année :
$AAPL -13,7%
$MSFT -31%
$GOOG -34,6%
$TSLA -35,1%
$AMZN - 38,8%
$META -72,4%","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
101,2022-10-31 21:20:52+00:00,zeroshorts,"Are #Tesla shareholders ok with this?? 
#Twitter $TSLA $TSLAQ
""Musk has authorized dozens of Autopilot software engineers, and other Tesla employees, to do code reviews and more at the social network.""
https://t.co/Ll21f9HIhk","{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.3736}"
102,2022-10-31 21:20:43+00:00,buckeyeguy124,"RT @StockMKTNewz: How the largest stocks have performed so far in 2022

Apple $AAPL -12.3%
Microsoft $MSFT -29.9%
Google $GOOGL -33.5%
Amaz…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
103,2022-10-31 21:20:27+00:00,TheIdeaFarm,"RT @TheIdeaFarm: Tech names below all-time highs:

$META: - 74%
$NVDA: - 59%
$NFLX: - 57%
$AMZN: - 46%
$TSLA: - 45%
$GOOG: - 37%
$MSFT: - 3…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
104,2022-10-31 21:20:25+00:00,IncomeSharks,@ScottNover You sound like the people that laughed at him with $TSLA.,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.6705}"
105,2022-10-31 21:20:16+00:00,Skylimitrades,"$TSLA i am liking the direction of TSLA, but i think a small pause will take place at some point. So why not be ready. 200 EMA hanging around right under that wedge, would be crazy if it breaks down. 😱
DONT PREDICT, LEARN TO REACT. https://t.co/MGE49M6usL","{'neg': 0.223, 'neu': 0.746, 'pos': 0.031, 'compound': -0.9121}"
106,2022-10-31 21:20:07+00:00,tradeui,"$DKNG DraftKings Option Alert: Jan 20 $30 Puts at the Bid: 2750 @ $14.2 vs 5857 OI; Earnings 11/4 Before Open Ref=$15.8457 [10/31/2022, 8:11:44 AM] [+$900k] Other Sweeps on: $WCC $ANET $CIEN $TSLA $MJ $DOCU","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.296}"
107,2022-10-31 21:20:04+00:00,Smith28301,"https://t.co/ZBTRgq0AN6
Join now
$TSLA $NVDA  $MU $AMZN $MSFT $BABA $NFLX $ADBE $AXP $IBM $CSCO $CVX $INTC $DD $DIS $MCD $MMM $PG $TRV $UNH $NKE $UTX $VZ $WBA $WYNN $XLNX $ACN $FB $NFLX $DLTR $EA $SPY https://t.co/YZk6fqAw7Z","{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.296}"
108,2022-10-31 21:19:32+00:00,Shaimiracle,"RT @RealJGBanks: 🔥 $100 Sunday Giveaway 🔥

- RT ♻️ 
- Like ❤️
- Comment your life’s dream ✍️ 

Must be following!
$SPY $SPX $TSLA","{'neg': 0.152, 'neu': 0.714, 'pos': 0.134, 'compound': -0.1511}"
109,2022-10-31 21:19:29+00:00,Smith28301,"Options + Stock Alerts
Discord link below

https://t.co/ZBTRgq0AN6

$APT $JAKK $DYNT $SPV $LMND $GNUS $GRAF $BIOL $NOVN $CHFS $AYRO  $CARV $SPY $SOLO $W $JAGX $INO  $BYFC $TSLA $SPCE $BOXL $AAPL $AYRO $BNGO $DKNG $APPL https://t.co/xgXIkC78k4","{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.4019}"
110,2022-10-31 21:19:15+00:00,AngelaConnelli,RT @EvasTeslaSPlaid: Tesla excites me. $TSLA @Tesla https://t.co/6bcCn8SIdC,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.4767}"
111,2022-10-31 21:19:11+00:00,Jesse_W33,Overnight watchlist using the best scanners around! Trade Ideas $SONN $ACOR with that 200day MA break and hold so far . $ATNM others to watch $NVDA $AMD $TSLA get 25% off TI and its AI Holly clicking here https://t.co/AkiDYKs0gN https://t.co/lGNuadAHxt,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.6696}"
112,2022-10-31 21:19:03+00:00,ChartGuys,"VIDEO: Market Technical analysis 10/31/2022 https://t.co/hlIkRsCvHq

$SPX $SPY $IWM $QQQ $XLF $XLV $XBI $LABU $LABD $GDX $JNUG $USO $UNG $GDXJ $CCJ $SMH $TSLA $CGC $META $NIO $MSOS #Volatility #Biotech #Market #Stocks #Daytrader #Invest","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.4648}"
113,2022-10-31 21:18:50+00:00,VaresReiko,"RT @carlquintanilla: A visual illustration of Tesla’s head start.

(via Morgan Stanley) $TSLA https://t.co/GY7HrB9y5i","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
114,2022-10-31 21:18:23+00:00,Francislau2099,"RT @garyblack00: 2/ $TSLA fundamentals story:
- New gigafactory locations 
- Cytruck
- Semi
- FSD rollout at year-end
- M-$30 will signific…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
115,2022-10-31 21:18:13+00:00,EA_IFConsultant,@StanphylCap Is he paying $TSLA for these ppl???,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
116,2022-10-31 21:18:03+00:00,HHHHG1024,"$tsla 1d Update
Weak &amp; still trying, need $spx to move. Stopped @ 229 today. I'd try to put on small call position if pullback to 220-222.
Levels still the same 220-222, 229, 233, 242, 252-255, 260-265. https://t.co/3UJPyLutoh https://t.co/GfZwuB4nDv","{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.5859}"
117,2022-10-31 21:18:03+00:00,Francislau2099,"RT @garyblack00: $TSLA fundamentals story remains extraordinary. 
- Global EV adoption is soaring 
- $7.5K US EV credit will stimulate EV a…","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.5423}"
118,2022-10-31 21:17:37+00:00,Sayter,"RT @StockMKTNewz: Elon Musk has pulled more than 50 of his trusted Tesla $TSLA employees, mostly software engineers from the Autopilot team…","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.4767}"
119,2022-10-31 21:17:08+00:00,Smith28301,"Thanks again for $BA and $AMZN 🙏❤️Thanks again for $BA and $AMZN 🙏❤️

https://t.co/ZBTRgq0AN6

$ROKU $AYRO $NKLA $SAVE  $CACC $ESE $SPCE $FCEL $TRIP $BYND $MRNA $NOK $OXY $CCL $CRON $RCL $DGLY $HTZ $PENN $GMBL $CRNC $RGR $KTOV $GNUS $BA $FCEL $ZI $Z $ZM $NVDA $TSLA https://t.co/BlXiZ12YPB","{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.7804}"
120,2022-10-31 21:16:59+00:00,RmckRk,"RT @StockMKTNewz: Elon Musk has pulled more than 50 of his trusted Tesla $TSLA employees, mostly software engineers from the Autopilot team…","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.4767}"
121,2022-10-31 21:16:55+00:00,badshouter,"RT @garyblack00: $TSLA fundamentals story remains extraordinary. 
- Global EV adoption is soaring 
- $7.5K US EV credit will stimulate EV a…","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.5423}"
122,2022-10-31 21:16:51+00:00,ShortingIsFun,$TSLA shareholders should be revolting against this move and the SEC should be investigating it. If the SEC actually cared about shareholders they would. https://t.co/nXUxu8Rnax,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4215}"
123,2022-10-31 21:16:50+00:00,Smith28301,"Alerts
Update
Watchlist, Chart 
Discord joining link

https://t.co/ZBTRgq0AN6

$AAL $NAKD $DYNT $INO  $SHLO $NIO $HMHC $MDLY $JILL  $GRIL $JAGX $INO  $BYFC $TSLA $SPY $BOXL $AAPL $AYRO $ACHV $ABUS $TLRY https://t.co/ohpRDLrBxX","{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.4019}"
124,2022-10-31 21:16:34+00:00,Smith28301,"Highest volume options in the last hour:https://t.co/ZBTRgq0AN6

$IRNT, $TSLA, $BNS, $RKT, $VALE, $ET, $BMY, $EQT https://t.co/PRN6cUjEgF","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
125,2022-10-31 21:16:28+00:00,KevOfWallstreet,"DAY TRADING RECAP &amp; MARKET UPDATE! (GREEN HALLOWEEN!)

https://t.co/1T8fhkCZI8

#daytrading #investing #stocks #stockmarket #crypto $SPY $QQQ $TSLA $AAPL","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
